movieId,title,genres,tmdb_id,budget,revenue,runtime,release_date,original_language,director,top_cast,production_companies,production_countries,keywords
77,Nico Icon (1995),Documentary,124626.0,,,70.0,1995-09-08,en,Susanne Ofteringer,Nico|Tina Aumont|Christian Aaron Boulogne,ZDF|Bluehorse Films|Ciak Filmproduktion,Germany|United States of America,
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,27526.0,,,111.0,1995-01-26,en,Sean Penn,Jack Nicholson|David Morse|Anjelica Huston,Miramax,United States of America,loss of loved one|hit-and-run|revenge|tragedy
79,"Juror, The (1996)",Drama|Thriller,9623.0,44000000.0,22754725.0,118.0,1996-02-02,en,Brian Gibson,Demi Moore|Alec Baldwin|Joseph Gordon-Levitt,Columbia Pictures|Winkler Films,United States of America,based on novel or book|court case|jurors|homicide|blackmail|mafia boss|trial|coercion|murder|jury duty|mafia|single mother|courtroom|jury tampering|murder trial|criminal trial|mob enforcer
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,46785.0,,,85.0,1995-01-02,fa,Jafar Panahi,Aida Mohammadkhani|Mohsen Kafili|Fereshteh Sadr Orafaee,I.R.I.B. Channel 2|Ferdos Films,Iran,fish|money|celebration|goldfish
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,400.0,8000000.0,529766.0,116.0,1995-12-01,en,Gary Fleder,Andy Garcia|Christopher Lloyd|William Forsythe,Miramax,United States of America,"friendship|bounty hunter|hitman|parent child relationship|gangster|psychopath|boat|way of life|paranoia|coffin|denver, colorado|godmother|diner|revenge|murder|mafia|illegal prostitution|extramarital affair"
82,Antonia's Line (Antonia) (1995),Comedy|Drama,880.0,900000.0,,102.0,1995-09-21,nl,Marleen Gorris,Willeke van Ammelrooy|Els Dottermans|Dora van der Groen,Bergen Film|Bard Entertainments|NPS Televisie|Prime Time,Netherlands|United Kingdom|Belgium,underdog|mentally disabled|suicide|right and justice|rape|free love|parent child relationship|loss of loved one|village life|philosophy|widow|freedom|peasant|village|world war ii|mathematics|feminism|indian summer |family history|single|male homosexuality|domestic violence|university|woman director
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,146599.0,,,115.0,,en,Tim Reid,Al Freeman Jr.|Phylicia Rashād|Paula Kelly,BET Pictures|United Image Entertainme,United States of America,racial segregation|family relationships|rural area
84,Last Summer in the Hamptons (1995),Comedy|Drama,188588.0,,,108.0,1995-11-22,en,Henry Jaglom,Victoria Foyt|Viveca Lindfors|Jon Robin Baitz,Jagtoria Films|The Rainbow Film Company|Rainbow Releasing,United States of America,theater play|theatre group|theater director|playwright|theater troupe|family home|family dynamics|hamptons|method acting|matriarch|theater community|brother sister relationship|acting lesson|actor
85,Angels and Insects (1995),Drama|Romance,8447.0,,,118.0,1995-09-10,en,Philip Haas,Mark Rylance|Kristin Scott Thomas|Patsy Kensit,Playhouse International Pictures|The Samuel Goldwyn Company|Film4 Productions,United Kingdom|United States of America,class society|insect|rich woman poor man|victorian england|scientist|incest|based on short story|naturalist|unfaithful wife|brother sister sex|brother sister incest
86,White Squall (1996),Action|Adventure|Drama,10534.0,38000000.0,10300000.0,129.0,1996-02-02,en,Ridley Scott,Jeff Bridges|Caroline Goodall|John Savage,Largo Entertainment|Scott Free Productions|Hollywood Pictures,United Kingdom|United States of America,sailing trip|sailing|diary|coming of age|survival|teenage boy|discipline|squall|sail|caribbean sea|male bonding|seasickness|storm at sea|1960s|gay interest
87,Dunston Checks In (1996),Children|Comedy,17414.0,16000000.0,,88.0,1996-01-12,en,Ken Kwapis,Sam the Orangutan|Jason Alexander|Faye Dunaway,Joe Wizan/Todd Black|20th Century Fox|Fox Family Films,United States of America,boss|fistfight|bully|orangutan|single father|hotel manager|jewel theft|employer employee relationship|bali|father son relationship|brother brother relationship|mischief
88,Black Sheep (1996),Comedy,13997.0,32400000.0,32000000.0,86.0,1996-02-02,en,Penelope Spheeris,Chris Farley|David Spade|Tim Matheson,Paramount Pictures,United States of America,corrupt politician|nitrous oxide|candid camera|double act|political satire|woman director
89,Nick of Time (1995),Action|Thriller,2086.0,33000000.0,8175346.0,89.0,1995-11-22,en,John Badham,Johnny Depp|Courtney Chase|Charles S. Dutton,Paramount Pictures,United States of America,"assassination|politics|los angeles, california"
90,The Journey of August King (1995),Drama,61548.0,,,91.0,1995-09-14,en,John Duigan,Jason Patric|Thandiwe Newton|Larry Drake,Miramax|Addis-Wechsler Productions,United States of America,
92,Mary Reilly (1996),Drama|Horror|Thriller,9095.0,47000000.0,12379402.0,108.0,1996-02-23,en,Stephen Frears,Julia Roberts|John Malkovich|George Cole,NFH Films|TriStar Pictures,United States of America|United Kingdom,monster|servant|laboratory|jekyll and hyde|housemaid|19th century
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,12158.0,14000000.0,19800000.0,102.0,1995-10-26,en,Wes Craven,Angela Bassett|Eddie Murphy|Allen Payne,Paramount Pictures|Eddie Murphy Productions,United States of America,"vampire|brooklyn, new york city|african american comedy|african american romance|black vampire"
94,Beautiful Girls (1996),Comedy|Drama|Romance,9283.0,16000000.0,27000000.0,112.0,1996-02-09,en,Ted Demme,Timothy Hutton|Matt Dillon|Noah Emmerich,Miramax|Woods Entertainment,United States of America,friendship|small town|massachusetts|coming of age|hometown|group of friends
95,Broken Arrow (1996),Action|Adventure|Thriller,9208.0,50000000.0,150300000.0,108.0,1996-02-09,en,John Woo,John Travolta|Christian Slater|Samantha Mathis,The Mark Gordon Company|WCG Entertainment Productions,United States of America,canyon|helicopter|underground|river|mexican standoff|countdown|pilot|fistfight|major|betrayal|gunfight|train|explosion|park ranger|desert|military|hostile|nuclear device|boxing|stealth aircraft|abandoned mine|action hero|humvee|antagonistic|audacious|authoritarian|ominous
96,In the Bleak Midwinter (1995),Comedy|Drama,40154.0,,,99.0,1995-09-29,en,Kenneth Branagh,Michael Maloney|Richard Briers|Joan Collins,Midwinter Films|Castle Rock Entertainment,United Kingdom,transvestite|theatre group|black and white|nostalgic|hamlet|christmas|gay theme|theater
97,"Hate (Haine, La) (1995)",Crime|Drama,406.0,2600000.0,15300000.0,98.0,1995-05-31,fr,Mathieu Kassovitz,Vincent Cassel|Hubert Koundé|Saïd Taghmaoui,Kasso Productions|La Sept Cinéma|Les Productions Lazennec|Canal+|StudioCanal,France,"police brutality|hip-hop|paris, france|socially deprived family|breakdance|ghetto|male friendship|street riots|racism|black and white|rebellious youth|xenophobia|housing project|ethnic diversity|riot police|day in a life|frantic|skinheads|paris suburb|gun death|police shooting|urban violence"
98,Shopping (1994),Action|Thriller,45549.0,,,105.0,1994-12-06,en,Paul W. S. Anderson,Sadie Frost|Jude Law|Sean Pertwee,Film4 Productions|Kuzui Enterprises|Impact Pictures,United Kingdom,prison|future|england|nihilism|vandalism|shopping mall|rivalry|money|stealing|criminal|spray paint
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,63076.0,,,106.0,1995-12-27,en,Nick Broomfield,Nick Broomfield|Heidi Fleiss|Madam Alex,BBC|CBC|Cinemax Reel Life|InPictures|Lafayette Film|WDR,United Kingdom|Canada|United States of America|Germany,narration|based on true story|hollywood|prostitution|sex crime
100,City Hall (1996),Drama|Thriller,11062.0,40000000.0,33440204.0,111.0,1996-02-16,en,Harold Becker,Al Pacino|John Cusack|Bridget Fonda,Castle Rock Entertainment,United States of America,drug dealer|new york city|corruption|undercover agent|police|undercover|presidential election|war on drugs|mayor|investigation|mafia|city hall|mob hit|political corruption|corrupt mayor|corrupt judge|accidental shooting|suicide by gun|corrupt police officials|mafia family
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,13685.0,7000000.0,1040879.0,91.0,1996-02-21,en,Wes Anderson,Luke Wilson|Owen Wilson|Robert Musgrave,Gracie Films|Columbia Pictures|Boyle-Taylor Productions,United States of America,robbery|sibling relationship|burglar|motel|language barrier|heist|psychiatric hospital|maid|theft|nervous breakdown|escapade|laundry room|based on short film|joyous|absurd
102,Mr. Wrong (1996),Comedy,47475.0,,,96.0,1996-02-16,en,Nick Castle,Ellen DeGeneres|Bill Pullman|Joan Cusack,Touchstone Pictures|Mandeville Films|Marty Katz Productions,United States of America,
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,2045.0,18000000.0,,116.0,1996-02-23,en,John Dahl,Ray Liotta|Linda Fiorentino|Peter Coyote,The De Laurentiis Company|Spelling Films,United States of America,"obsession|suspicion of murder|seattle, washington|medical examiner|murder|crime scene|painful memories|death of wife|dangerous side effects|search for truth|experimental drug|murdered wife|neurobiology"
104,Happy Gilmore (1996),Comedy,9614.0,12000000.0,41422354.0,92.0,1996-02-16,en,Dennis Dugan,Adam Sandler|Christopher McDonald|Julie Bowen,Universal Pictures|Brillstein-Grey Entertainment|Robert Simonds Productions,United States of America,sports|loss of loved one|golf|taxes|class differences|prize money|driving range|rich snob|anger issues|old-age home|boy meets girl|loss of home|grandmother grandson relationship|winner takes all|hockey player|child raised by grandmother|putting|joyful|golf tournament|sports comedy|grandma-grandson relationship|repossessed home
105,"Bridges of Madison County, The (1995)",Drama|Romance,688.0,24000000.0,182000000.0,135.0,1995-06-02,en,Clint Eastwood,Meryl Streep|Clint Eastwood|Annie Corley,Malpaso Productions|Warner Bros. Pictures|Amblin Entertainment,United States of America,adultery|secret love|husband wife relationship|based on novel or book|love of one's life|unsociability|marriage crisis|photographer|love at first sight|photography|peasant|mother role|iowa|bridge|housewife|love letter|romantic
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,11907.0,,,104.0,1994-11-07,de,Doris Dörrie,Maria Schrader|Pierre Sanoussi-Bliss|Michael von Au,Cobra Film|ZDF,Germany,prophecy|voodoo|single|falling in love|woman director|rich man|gay theme
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,10874.0,31000000.0,34327766.0,99.0,1996-02-16,en,Brian Henson,Tim Curry|Billy Connolly|Jennifer Saunders,Walt Disney Pictures|Jim Henson Productions,United States of America,island|pirate gang|puppet|treasure hunt|puppetry|pirate|duringcreditsstinger|anthropomorphic puppets|lighthearted
108,Catwalk (1996),Documentary,89333.0,,,95.0,1996-05-16,en,Robert Leacock,Christy Turlington|Azzedine Alaïa|Giorgio Armani,,United States of America,
109,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,96357.0,,,110.0,1995-05-20,en,James Bruce,Raymond J. Barry|Rustam Branaman|Jennifer MacDonald,Green Tea Pictures,United States of America,ex-con
110,Braveheart (1995),Action|Drama|War,197.0,72000000.0,213216216.0,178.0,1995-05-24,en,Mel Gibson,Mel Gibson|Catherine McCormack|Sophie Marceau,The Ladd Company|Icon Productions,United States of America,england|scotland|loss of loved one|idealism|based on true story|catholic|medieval|war|dramatic|powerful
111,Taxi Driver (1976),Crime|Drama|Thriller,103.0,1900000.0,28579636.0,114.0,1976-02-09,en,Martin Scorsese,Robert De Niro|Jodie Foster|Cybill Shepherd,Italo/Judeo Productions|Bill/Phillips|Columbia Pictures,United States of America,"drug dealer|vietnam veteran|new york city|taxi|pornography|obsession|taxi driver|1970s|pimp|observer|firearm|politician|alienation|junk food|misanthrophy|vigilante|political campaign|cynical|illegal prostitution|urban decay|character study|loner|manhattan, new york city|meditative|neo-noir|child prostitution|complex|new hollywood|dreary|cautionary|drives|provocative|antagonistic|audacious|callous"
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,33542.0,7500000.0,76028558.0,106.0,1995-01-21,cn,Stanley Tong Gwai-Lai,Jackie Chan|Anita Mui Yim-Fong|Françoise Yip,Orange Sky Golden Harvest,Hong Kong,"new york city|martial arts|supermarket|diamond|gang war|disabled child|revenge|vigilante|organized crime|gang|fish out of water|wedding|urban setting|street life|bronx, new york city|duringcreditsstinger|frantic|action hero"
113,Before and After (1996),Drama|Mystery,43566.0,35000000.0,8797839.0,108.0,1996-02-23,en,Barbet Schroeder,Meryl Streep|Liam Neeson|Edward Furlong,Hollywood Pictures|Caravan Pictures,United States of America,suspicion of murder|family drama|crime investigation|murdered teen
114,Margaret's Museum (1995),Drama,71754.0,,,114.0,1995-09-13,en,Mort Ransen,Helena Bonham Carter|Clive Russell|Craig Olejnik,imX Communications|Téléfilm Canada|Skyline Films|Malofilm|SODEC|Glace Bay Pictures|Nova Scotia Film Development Corporation|Ranfilm|ONF | NFB|British Screen Productions|Ciné Télé Action,Canada|United Kingdom,"based on novel or book|mining|nova scotia, canada|dance lesson|coal mining|bagpipe|1940s|cape breton"
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,43612.0,13365000.0,,106.0,1995-12-06,fr,Étienne Chatiliez,Michel Serrault|Eddy Mitchell|Sabine Azéma,Téléma Productions|StudioCanal|Les Productions du Champ Poirier|France 3 Cinéma|France 2 Cinéma,France,best friend|twins|identity swap|woman director
116,Anne Frank Remembered (1995),Documentary,51352.0,,,117.0,1995-06-08,en,Jon Blair,Kenneth Branagh|Glenn Close|Anne Frank,,Netherlands|United Kingdom|United States of America,fascism|auschwitz-birkenau concentration camp|victim|typhus|interview|prejudice|burglary|rabbit
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,16934.0,,,99.0,1995-01-20,en,Benjamin Ross,Hugh O'Conor|Antony Sher|Ruth Sheen,Eurimages|British Screen Productions|Kinowelt|Mass Productions|Pandora Cinema|Haut et Court,France|Germany|United Kingdom,"london, england|poison|stepmother|based on true story|murder|mental institution|serial killer|psychiatrist|social misfit|poisoner"
118,If Lucy Fell (1996),Comedy|Romance,10324.0,5000000.0,2420162.0,92.0,1996-03-08,en,Eric Schaeffer,Sarah Jessica Parker|Eric Schaeffer|Ben Stiller,TriStar Pictures|Motion Picture Corporation of America,United States of America,roommates|single|love|best friend|brooklyn bridge
119,"Steal Big, Steal Little (1995)",Comedy,78406.0,25000000.0,6278139.0,113.0,1995-09-29,en,Andrew Davis,Andy Garcia|Alan Arkin|Rachel Ticotin,Savoy Pictures|Chicago Pacific Entertainment,United States of America,"sibling relationship|twin brother|lawyer|estate|santa barbara, california"
120,Race the Sun (1996),Adventure|Comedy|Drama,55731.0,,,100.0,1996-03-22,en,Charles T. Kanganis,Halle Berry|Casey Affleck|Eliza Dushku,TriStar Pictures,United States of America,australia|hawaii|teacher|solar power
121,"Boys of St. Vincent, The (1992)",Drama,32119.0,,204540.0,93.0,1992-12-06,en,John N. Smith,Henry Czerny|Johnny Morina|Brian Dooley,CBC|Téléfilm Canada|Ciné Télé Action,Canada,child abuse|orphanage|1970s|based on true story|newfoundland and labrador|catholic priest|child sexual abuse|intimate|suspenseful|child rape
122,Boomerang (1992),Comedy|Romance,11066.0,40000000.0,131052444.0,117.0,1992-06-28,en,Reginald Hudlin,Eddie Murphy|Robin Givens|Halle Berry,Paramount Pictures|Eddie Murphy Productions|Imagine Entertainment,United States of America,ladykiller|success|ladies' man|casanova|womanizer|african american business|african american romance
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,11104.0,160000.0,,103.0,1994-07-14,cn,Wong Kar-Wai,Brigitte Lin|Takeshi Kaneshiro|Tony Leung Chiu-wai,Jet Tone Production,Hong Kong,drug smuggling|police|ex-girlfriend|girlfriend|snack bar|romance|hong kong|expiration date|flight attendant|cleaning|joyful
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,37975.0,,371674.0,113.0,1995-09-21,it,Giuseppe Tornatore,Sergio Castellitto|Tiziana Lodato|Franco Scaldati,Cecchi Gori Group Tiger Cinematografica,Italy,
125,Flirting With Disaster (1996),Comedy,2074.0,7000000.0,14702438.0,93.0,1996-03-22,en,David O. Russell,Ben Stiller|Patricia Arquette|Téa Leoni,Miramax|Dean Silvers Productions,United States of America,lsd|looking for  birth parents|half-brother
